,Name,Host Name,Host Listing Count,Country,Property Type,Cancellation Policy,Bed Type,Minimum Night,Maximum Night,Accommondate,Amentities,N_Reviews,Price,Extra People,Guests
4781,Comfortable room in Pedralbes,Paula,2,Spain,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo']",0,80.00,0.00,1
4782,Flamengo Flat,Luciana,1,Brazil,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Essentials', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private entrance', 'Cleaning before checkout', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access']",0,153.00,200.00,1
4783,Belle maison familiale au cœur de Villeray,Geneviève Et Yanick,1,Canada,Townhouse,moderate,Real Bed,1,30,6,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Outlet covers', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Cleaning before checkout', 'Other']",5,119.00,25.00,2
4784,Grand 5½ meublé,Stéphanie,1,Canada,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials']",0,576.00,0.00,1
4785,Spanish family host U/private WC,María,4,Spain,Apartment,strict_14_with_grace_period,Real Bed,1,1125,3,"['Wifi', 'Kitchen', 'Smoking allowed', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Paid parking on premises']",265,60.00,30.00,2
4786,Grande chambre et bureau a louer!,Breton,1,Canada,Apartment,flexible,Real Bed,1,1125,2,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo']",0,30.00,0.00,1
4787,GUESTROOM in BARCELONA/SANTS,Klaus & Omar,1,Spain,Apartment,moderate,Real Bed,3,1125,2,"['TV', 'Internet', 'Wifi', 'Paid parking off premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Patio or balcony', 'Host greets you']",91,30.00,15.00,1
4788,Fab Park Slope garden apt w/ patio,Michael,1,United States,Apartment,strict_14_with_grace_period,Real Bed,14,1124,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Wide doorway', 'Step-free access']",127,169.00,10.00,2
4789,CHARMING NYC Studio Loft NEAR SOHO!,O,1,United States,Loft,strict_14_with_grace_period,Real Bed,30,1124,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",43,136.00,25.00,2
4790,The Bali House Oceanviews w/Hot tub @ Kehena Beach,Iliahi J.,2,United States,House,strict_14_with_grace_period,Real Bed,3,30,4,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Host greets you', 'Waterfront', 'Beachfront', 'Ceiling fan', 'DVD player', 'Rain shower', 'Balcony', 'Sound system', 'Formal dining area', 'Sun loungers', 'Private hot tub', 'Netflix', 'Pillow-top mattress', 'Memory foam mattress', 'Outdoor seating', 'Outdoor parking', 'Walk-in shower', 'Bedroom comforts', 'Bathroom essentials']",61,189.00,40.00,2
4791,Cozy 1BR  Near Theater Distict!,Sara,1,United States,Apartment,strict_14_with_grace_period,Real Bed,7,7,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials']",12,151.00,30.00,1
4792,CWB Harbourview Apartment,Jeanny,1,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,1,10,2,"['TV', 'Cable TV', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Step-free access', 'Wide doorway']",23,550.00,150.00,1
4793,Standard Double Bed Room,Kenneth,28,Hong Kong,Hostel,strict_14_with_grace_period,Real Bed,1,28,2,"['Wifi', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hot water']",6,353.00,0.00,1
4794,1 BDRM in Charming Prospect Heights,Alana,1,United States,Apartment,moderate,Real Bed,21,1125,2,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector']",0,72.00,36.00,1
4795,"""Cozy Open Space Loft in Galata""",Ersan,1,Turkey,House,moderate,Real Bed,4,1125,4,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Laptop friendly workspace', 'Host greets you']",9,395.00,53.00,3
4796,Great studio in Kennedy Town!,Adam,1,Hong Kong,Apartment,moderate,Real Bed,5,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",2,754.00,200.00,2
4797,Stylish 2 bdr Glebe terrace,Stephanie & Duane,1,Australia,House,strict_14_with_grace_period,Real Bed,2,30,4,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials']",6,240.00,0.00,1
4798,"Waikiki 1BD w/ wifi, wash/dry/pkg!",Jun,2,United States,Condominium,strict_14_with_grace_period,Real Bed,2,365,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",142,147.00,15.00,2
4799,Sunny quiet flat with sea breezes,Anitta,3,Australia,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",21,100.00,0.00,1
4800,House-workshop in the Village.,Véro,2,Canada,Apartment,moderate,Real Bed,7,1125,2,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Laptop friendly workspace']",6,50.00,0.00,1
4801,Sunny Bondi Pad 200m from the beach,Lucile,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,6,1125,2,"['Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo']",12,250.00,0.00,1
4802,grande chambres,Louis,2,Canada,House,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials']",6,50.00,0.00,1
4803,Manly Lagoon & Beachside Apartment,Leanne,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,7,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",5,200.00,0.00,1
4804,Historic sundrenched apt of the Lower East Side,Greg,2,United States,Apartment,strict_14_with_grace_period,Couch,1,7,3,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', '24-hour check-in', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",37,300.00,50.00,2
4805,BONDI BEACH - Beach & Ocean Views,Brendan,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Host greets you']",43,70.00,30.00,1
4806,Bilgi Üniversitesi yanında güzel ev,Kazim,3,Turkey,Apartment,strict_14_with_grace_period,Real Bed,1,1125,7,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Host greets you']",4,121.00,53.00,3
4807,Apto entre Lapa e Santa Tereza,Fernando,2,Brazil,Apartment,flexible,Real Bed,3,89,4,"['Cable TV', 'Internet', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Essentials']",1,101.00,0.00,1
4808,King Suite,Murat,5,Turkey,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo']",1,591.00,0.00,1
4809,Historical Istanbul House @ Taksim,Alexis,2,Turkey,Apartment,strict_14_with_grace_period,Real Bed,3,30,6,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",246,243.00,63.00,2
4810,Sleek & Comfortable Soho Apt,Pete,1,United States,Apartment,strict_14_with_grace_period,Real Bed,5,730,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Other']",122,199.00,0.00,1
4811,Modern loft with a terrace in the heart of Kadikoy,Alper,1,Turkey,Loft,flexible,Real Bed,2,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Host greets you']",24,385.00,0.00,1
4812,Nice studio in the Sud-Ouest,Wiz,1,Canada,Apartment,flexible,Futon,1,1125,2,"['TV', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials']",0,75.00,0.00,1
4813,Backyard cabin by lovely Pittwater,Michy,1,Australia,Cabin,flexible,Real Bed,1,1125,2,"['TV', 'Wifi', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49']",124,129.00,0.00,1
4814,Modern Top Floor Apartment,Jared & Diana,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,3,200,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Lockbox', 'Full kitchen']",48,138.00,50.00,2
4815,Charming apart in heart of Plateau,Mina,1,Canada,Apartment,moderate,Real Bed,3,1125,6,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",11,156.00,10.00,4
4816,Sunny 1BR in Plateau by Sonder,Sonder,1198,Canada,Apartment,strict_14_with_grace_period,Real Bed,2,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",14,67.00,7.00,2
4817,Cute Lovely Studio @ Monarch Hotel,Jason,22,United States,Apartment,strict_14_with_grace_period,Real Bed,2,1125,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",96,97.00,0.00,1
4818,Entire House in Little Italy(5 mins to Mile end),Mie,1,Canada,Apartment,strict_14_with_grace_period,Futon,15,1125,2,"['Internet', 'Wifi', 'Kitchen', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Lockbox', 'Hot water']",0,81.00,10.00,2
4819,Casas do Pátio - Azulejos,João,31,Portugal,Apartment,strict_14_with_grace_period,Real Bed,2,240,6,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Family/kid friendly']",25,115.00,15.00,4
4820,Beautiful room in Modernist House,Onofre,2,Spain,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Waterfront', 'Handheld shower head']",94,55.00,20.00,1
4821,"Laulea Kailani Villa (Kauai), Peaceful Luxury",Elite,63,United States,House,super_strict_60,Real Bed,4,1125,6,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo']",4,1000.00,0.00,2
4822,Bright Modern Warehouse Conversion,Rochelle,1,Australia,Apartment,moderate,Real Bed,6,60,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials']",3,151.00,50.00,2
4823,Copacabana Rio de Janeiro roons,Rogério,2,Brazil,Apartment,strict_14_with_grace_period,Real Bed,5,90,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Other pet(s)', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",17,101.00,50.00,1
